event_id,primary_step_state,primary_point_state
13847383706,Primary step state: Stationary,Primary point state: Stationary
13847383707,Primary step state: Stationary,Primary point state: Stationary
13847383708,Primary step state: Stationary,Primary point state: Stationary
13877262948,Primary step state: Stationary,Primary point state: Stationary
13877262949,Primary step state: Stationary,Primary point state: Stationary
13877262950,Primary step state: Stationary,Primary point state: Stationary
14074649058,Primary step state: Stationary,Primary point state: Stationary
14074649059,Primary step state: Stationary,Primary point state: Stationary
14074649060,Primary step state: Stationary,Primary point state: Stationary
14074649061,Primary step state: Stationary,Primary point state: Stationary
14074649062,Primary step state: Stationary,Primary point state: Stationary
14074605754,Primary step state: Stationary,Primary point state: Stationary
14074605755,Primary step state: Stationary,Primary point state: Stationary
14074605756,Primary step state: Migratory (spring),Primary point state: Stationary
14073506348,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14073506349,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14073506350,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14073506351,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14073506352,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14073506353,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14331446238,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14331446239,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14331446240,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
13847383718,Primary step state: Stationary,Primary point state: Stationary
13847383719,Primary step state: Stationary,Primary point state: Stationary
13847383720,Primary step state: Stationary,Primary point state: Stationary
13858477666,Primary step state: Stationary,Primary point state: Stationary
13858477667,Primary step state: Stationary,Primary point state: Stationary
13858477668,Primary step state: Stationary,Primary point state: Stationary
13877262902,Primary step state: Stationary,Primary point state: Stationary
13877262903,Primary step state: Stationary,Primary point state: Stationary
13877262904,Primary step state: Stationary,Primary point state: Stationary
14074649604,Primary step state: Stationary,Primary point state: Stationary
14074649605,Primary step state: Stationary,Primary point state: Stationary
14074649606,Primary step state: Stationary,Primary point state: Stationary
14074647290,Primary step state: Stationary,Primary point state: Stationary
14074647291,Primary step state: Stationary,Primary point state: Stationary
14074647292,Primary step state: Stationary,Primary point state: Stationary
14074647293,Primary step state: Stationary,Primary point state: Stationary
14074647294,Primary step state: Stationary,Primary point state: Stationary
14074647295,Primary step state: Stationary,Primary point state: Stationary
14074647296,Primary step state: Stationary,Primary point state: Stationary
14074647297,Primary step state: Stationary,Primary point state: Stationary
14074647298,Primary step state: Stationary,Primary point state: Stationary
14074647299,Primary step state: Stationary,Primary point state: Stationary
14074647300,Primary step state: Stationary,Primary point state: Stationary
14074647301,Primary step state: Stationary,Primary point state: Stationary
14074640318,Primary step state: Stationary,Primary point state: Stationary
14074640319,Primary step state: Stationary,Primary point state: Stationary
14074640320,Primary step state: Stationary,Primary point state: Stationary
14073506386,Primary step state: Stationary,Primary point state: Stationary
14073506387,Primary step state: Stationary,Primary point state: Stationary
14073506388,Primary step state: Stationary,Primary point state: Stationary
13847383721,Primary step state: Stationary,Primary point state: Stationary
13847383722,Primary step state: Stationary,Primary point state: Stationary
13847383723,Primary step state: Stationary,Primary point state: Stationary
13877262908,Primary step state: Stationary,Primary point state: Stationary
13877262909,Primary step state: Stationary,Primary point state: Stationary
13877262910,Primary step state: Stationary,Primary point state: Stationary
14074649613,Primary step state: Stationary,Primary point state: Stationary
14074649614,Primary step state: Stationary,Primary point state: Stationary
14074649615,Primary step state: Stationary,Primary point state: Stationary
14074648111,Primary step state: Stationary,Primary point state: Stationary
14074648112,Primary step state: Stationary,Primary point state: Stationary
14074648113,Primary step state: Stationary,Primary point state: Stationary
14074646711,Primary step state: Stationary,Primary point state: Stationary
14074646712,Primary step state: Stationary,Primary point state: Stationary
14074646713,Primary step state: Stationary,Primary point state: Stationary
14074646714,Primary step state: Stationary,Primary point state: Stationary
14074646715,Primary step state: Stationary,Primary point state: Stationary
14074646716,Primary step state: Stationary,Primary point state: Stationary
14074605791,Primary step state: Stationary,Primary point state: Stationary
14074605792,Primary step state: Stationary,Primary point state: Stationary
14074605793,Primary step state: Stationary,Primary point state: Stationary
14074605794,Primary step state: Stationary,Primary point state: Stationary
14074605795,Primary step state: Stationary,Primary point state: Stationary
14074605796,Primary step state: Stationary,Primary point state: Stationary
14074605797,Primary step state: Stationary,Primary point state: Stationary
14074605798,Primary step state: Stationary,Primary point state: Stationary
14074605799,Primary step state: Stationary,Primary point state: Stationary
14073506392,Primary step state: Stationary,Primary point state: Stationary
14073506393,Primary step state: Migratory (spring),Primary point state: Stationary
14073506394,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14100898014,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14100898015,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14100898016,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14116496522,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14116496523,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14116496524,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14132750947,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14132750948,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14132750949,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14150365607,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14150365608,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14150365609,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14165992925,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14165992926,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14165992927,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14212529103,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14212529104,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14212529105,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14249914823,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14249914824,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14249914825,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14271288721,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14271288722,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14271288723,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14301614211,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14301614212,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14301614213,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14324581195,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14324581196,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14324581197,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14378167011,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14378167012,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14378167013,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14392731106,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14392731107,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14392731108,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14435161647,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14435161648,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14435161649,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14514930663,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14514930664,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14514930665,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14496707027,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14496707028,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14496707029,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14504686091,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14504686092,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14504686093,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14558553341,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14558553342,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14558553343,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14558553344,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14558553345,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14558553346,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14585594717,Primary step state: Stationary,Primary point state: Stationary
14585594718,Primary step state: Stationary,Primary point state: Stationary
14585594719,Primary step state: Stationary,Primary point state: Stationary
14620630147,Primary step state: Stationary,Primary point state: Stationary
14620630148,Primary step state: Stationary,Primary point state: Stationary
14620630149,Primary step state: Stationary,Primary point state: Stationary
14636700097,Primary step state: Stationary,Primary point state: Stationary
14636700098,Primary step state: Stationary,Primary point state: Stationary
14636700099,Primary step state: Stationary,Primary point state: Stationary
14681045879,Primary step state: Stationary,Primary point state: Stationary
14681045880,Primary step state: Stationary,Primary point state: Stationary
14681045881,Primary step state: Stationary,Primary point state: Stationary
14726461104,Primary step state: Stationary,Primary point state: Stationary
14726461105,Primary step state: Stationary,Primary point state: Stationary
14726461106,Primary step state: Stationary,Primary point state: Stationary
14789576176,Primary step state: Stationary,Primary point state: Stationary
14789576177,Primary step state: Stationary,Primary point state: Stationary
14789576178,Primary step state: Stationary,Primary point state: Stationary
14867959665,Primary step state: Stationary,Primary point state: Stationary
14867959666,Primary step state: Stationary,Primary point state: Stationary
14867959667,Primary step state: Stationary,Primary point state: Stationary
14921488246,Primary step state: Stationary,Primary point state: Stationary
14921488247,Primary step state: Stationary,Primary point state: Stationary
14921488248,Primary step state: Stationary,Primary point state: Stationary
14921488249,Primary step state: Stationary,Primary point state: Stationary
14921488250,Primary step state: Stationary,Primary point state: Stationary
14921488251,Primary step state: Stationary,Primary point state: Stationary
14984400885,Primary step state: Stationary,Primary point state: Stationary
14984400886,Primary step state: Stationary,Primary point state: Stationary
14984400887,Primary step state: Stationary,Primary point state: Stationary
15037271345,Primary step state: Stationary,Primary point state: Stationary
15037271346,Primary step state: Stationary,Primary point state: Stationary
15037271347,Primary step state: Stationary,Primary point state: Stationary
15096830134,Primary step state: Stationary,Primary point state: Stationary
15096830143,Primary step state: Stationary,Primary point state: Stationary
15096830158,Primary step state: Stationary,Primary point state: Stationary
15146831913,Primary step state: Stationary,Primary point state: Stationary
15146831924,Primary step state: Stationary,Primary point state: Stationary
15146831932,Primary step state: Stationary,Primary point state: Stationary
15206500984,Primary step state: Stationary,Primary point state: Stationary
15206500988,Primary step state: Stationary,Primary point state: Stationary
15206501007,Primary step state: Stationary,Primary point state: Stationary
15467902335,Primary step state: Stationary,Primary point state: Stationary
15467902343,Primary step state: Stationary,Primary point state: Stationary
15467902352,Primary step state: Stationary,Primary point state: Stationary
15467902368,Primary step state: Stationary,Primary point state: Stationary
15467902377,Primary step state: Stationary,Primary point state: Stationary
15467902386,Primary step state: Stationary,Primary point state: Stationary
15638261184,Primary step state: Stationary,Primary point state: Stationary
15638261197,Primary step state: Stationary,Primary point state: Stationary
15638261201,Primary step state: Stationary,Primary point state: Stationary
15715084408,Primary step state: Stationary,Primary point state: Stationary
15715084416,Primary step state: Stationary,Primary point state: Stationary
15715084429,Primary step state: Stationary,Primary point state: Stationary
14074649788,Primary step state: Stationary,Primary point state: Stationary
14074649789,Primary step state: Stationary,Primary point state: Stationary
14074649790,Primary step state: Stationary,Primary point state: Stationary
14074649791,Primary step state: Stationary,Primary point state: Stationary
14074649792,Primary step state: Stationary,Primary point state: Stationary
14074649793,Primary step state: Stationary,Primary point state: Stationary
14074648105,Primary step state: Stationary,Primary point state: Stationary
14074648106,Primary step state: Stationary,Primary point state: Stationary
14074648107,Primary step state: Stationary,Primary point state: Stationary
14074648108,Primary step state: Stationary,Primary point state: Stationary
14074648109,Primary step state: Stationary,Primary point state: Stationary
14074648110,Primary step state: Stationary,Primary point state: Stationary
14074607078,Primary step state: Stationary,Primary point state: Stationary
14074607079,Primary step state: Migratory (spring),Primary point state: Stationary
14074607080,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14074607081,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14514929469,Primary step state: Stationary,Primary point state: Stationary
14514929470,Primary step state: Stationary,Primary point state: Stationary
14121570358,Primary step state: Stationary,Primary point state: Stationary
14121570359,Primary step state: Stationary,Primary point state: Stationary
14121570360,Primary step state: Stationary,Primary point state: Stationary
14121570361,Primary step state: Stationary,Primary point state: Stationary
14138835827,Primary step state: Stationary,Primary point state: Stationary
14138835828,Primary step state: Stationary,Primary point state: Stationary
14214397396,Primary step state: Stationary,Primary point state: Stationary
14214397397,Primary step state: Stationary,Primary point state: Stationary
14212529094,Primary step state: Stationary,Primary point state: Stationary
14212529095,Primary step state: Stationary,Primary point state: Stationary
14195546220,Primary step state: Stationary,Primary point state: Stationary
14195546221,Primary step state: Stationary,Primary point state: Stationary
14212529096,Primary step state: Stationary,Primary point state: Stationary
14212529097,Primary step state: Stationary,Primary point state: Stationary
14243374228,Primary step state: Stationary,Primary point state: Stationary
14243374229,Primary step state: Stationary,Primary point state: Stationary
14271288708,Primary step state: Stationary,Primary point state: Stationary
14271288709,Primary step state: Stationary,Primary point state: Stationary
14271288710,Primary step state: Stationary,Primary point state: Stationary
14271288711,Primary step state: Stationary,Primary point state: Stationary
14301614200,Primary step state: Stationary,Primary point state: Stationary
14301614201,Primary step state: Stationary,Primary point state: Stationary
14309750577,Primary step state: Stationary,Primary point state: Stationary
14309750578,Primary step state: Stationary,Primary point state: Stationary
14324581185,Primary step state: Stationary,Primary point state: Stationary
14324581186,Primary step state: Stationary,Primary point state: Stationary
14378167004,Primary step state: Stationary,Primary point state: Stationary
14378167005,Primary step state: Stationary,Primary point state: Stationary
14384590855,Primary step state: Stationary,Primary point state: Stationary
14384590856,Primary step state: Stationary,Primary point state: Stationary
14384590857,Primary step state: Stationary,Primary point state: Stationary
14384590858,Primary step state: Stationary,Primary point state: Stationary
14409659150,Primary step state: Stationary,Primary point state: Stationary
14409659151,Primary step state: Stationary,Primary point state: Stationary
14514930657,Primary step state: Stationary,Primary point state: Stationary
14514930658,Primary step state: Stationary,Primary point state: Stationary
14496707020,Primary step state: Stationary,Primary point state: Stationary
14496707021,Primary step state: Stationary,Primary point state: Stationary
14573482557,Primary step state: Stationary,Primary point state: Stationary
14573482558,Primary step state: Stationary,Primary point state: Stationary
14573482559,Primary step state: Stationary,Primary point state: Stationary
14573482560,Primary step state: Stationary,Primary point state: Stationary
14726461100,Primary step state: Stationary,Primary point state: Stationary
14726461101,Primary step state: Stationary,Primary point state: Stationary
14726461102,Primary step state: Stationary,Primary point state: Stationary
14726461103,Primary step state: Stationary,Primary point state: Stationary
14867959658,Primary step state: Stationary,Primary point state: Stationary
14867959659,Primary step state: Stationary,Primary point state: Stationary
14867959660,Primary step state: Stationary,Primary point state: Stationary
14867959661,Primary step state: Stationary,Primary point state: Stationary
14921488241,Primary step state: Stationary,Primary point state: Stationary
14921488242,Primary step state: Stationary,Primary point state: Stationary
15037271340,Primary step state: Stationary,Primary point state: Stationary
15037271341,Primary step state: Stationary,Primary point state: Stationary
15467902314,Primary step state: Stationary,Primary point state: Stationary
15467902318,Primary step state: Stationary,Primary point state: Stationary
14074649794,Primary step state: Stationary,Primary point state: Stationary
14074649795,Primary step state: Stationary,Primary point state: Stationary
14074649598,Primary step state: Stationary,Primary point state: Stationary
14074649599,Primary step state: Stationary,Primary point state: Stationary
14074649600,Primary step state: Migratory (spring),Primary point state: Stationary
14074649601,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14074649602,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14074649603,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14074647285,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14074647286,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14074648813,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14074647287,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14074647288,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14074647289,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14074606971,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14074606972,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14074606973,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14074606974,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14074606975,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14074606976,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14073506374,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14073506375,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14514929471,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14514929472,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14100898008,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14100898009,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14111007172,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14111007173,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14121570362,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14121570363,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14138835829,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14138835830,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14155524817,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14155524818,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14155524819,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14155524820,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14195546222,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14195546223,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14212529098,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14212529099,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14243374230,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14243374231,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14280258474,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14280258475,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14280258476,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14280258477,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14324581187,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14324581188,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14378167006,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14378167007,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14392731095,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14392731096,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14435161636,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14435161637,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14470354464,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14470354465,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14496707022,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14496707023,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14526923085,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14526923086,Primary step state: State unknown (spring migratory or post-mig stationary),Primary point state: State unknown (spring migratory or post-mig stationary)
14074649607,Primary step state: Stationary,Primary point state: Stationary
14074649608,Primary step state: Stationary,Primary point state: Stationary
14074649609,Primary step state: Stationary,Primary point state: Stationary
13877262905,Primary step state: Stationary,Primary point state: Stationary
13877262906,Primary step state: Stationary,Primary point state: Stationary
13877262907,Primary step state: Stationary,Primary point state: Stationary
14074649610,Primary step state: Stationary,Primary point state: Stationary
14074649611,Primary step state: Stationary,Primary point state: Stationary
14074649612,Primary step state: Stationary,Primary point state: Stationary
14074647302,Primary step state: Stationary,Primary point state: Stationary
14514928182,Primary step state: Stationary,Primary point state: Stationary
14514928183,Primary step state: Stationary,Primary point state: Stationary
14074647303,Primary step state: Stationary,Primary point state: Stationary
14074647304,Primary step state: Stationary,Primary point state: Stationary
14074647305,Primary step state: Stationary,Primary point state: Stationary
14074647306,Primary step state: Stationary,Primary point state: Stationary
14074647307,Primary step state: Stationary,Primary point state: Stationary
14074647308,Primary step state: Stationary,Primary point state: Stationary
14074640321,Primary step state: Stationary,Primary point state: Stationary
14074640322,Primary step state: Stationary,Primary point state: Stationary
14074640323,Primary step state: Migratory (spring),Primary point state: Stationary
14106117056,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14106117057,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14106117058,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14073506389,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14073506390,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14073506391,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14514929474,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14514929475,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14514929476,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14106117059,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14106117060,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14106117061,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
13858477669,Primary step state: Stationary,Primary point state: Stationary
13858477670,Primary step state: Stationary,Primary point state: Stationary
13858477671,Primary step state: Stationary,Primary point state: Stationary
13858477672,Primary step state: Stationary,Primary point state: Stationary
13858477673,Primary step state: Stationary,Primary point state: Stationary
13858477674,Primary step state: Stationary,Primary point state: Stationary
14074649616,Primary step state: Stationary,Primary point state: Stationary
14074649617,Primary step state: Stationary,Primary point state: Stationary
14074649618,Primary step state: Stationary,Primary point state: Stationary
14074648814,Primary step state: Stationary,Primary point state: Stationary
14074648815,Primary step state: Stationary,Primary point state: Stationary
14074648816,Primary step state: Stationary,Primary point state: Stationary
14074647309,Primary step state: Stationary,Primary point state: Stationary
14074647310,Primary step state: Stationary,Primary point state: Stationary
14074647311,Primary step state: Stationary,Primary point state: Stationary
14074648817,Primary step state: Stationary,Primary point state: Stationary
14074648818,Primary step state: Stationary,Primary point state: Stationary
14074648819,Primary step state: Stationary,Primary point state: Stationary
14074648820,Primary step state: Stationary,Primary point state: Stationary
14074647312,Primary step state: Stationary,Primary point state: Stationary
14074647313,Primary step state: Stationary,Primary point state: Stationary
14074647314,Primary step state: Stationary,Primary point state: Stationary
14074647315,Primary step state: Stationary,Primary point state: Stationary
14074647316,Primary step state: Stationary,Primary point state: Stationary
14074605800,Primary step state: Stationary,Primary point state: Stationary
14074605801,Primary step state: Stationary,Primary point state: Stationary
14074605802,Primary step state: Stationary,Primary point state: Stationary
14074605803,Primary step state: Stationary,Primary point state: Stationary
14074605804,Primary step state: Stationary,Primary point state: Stationary
14074605805,Primary step state: Stationary,Primary point state: Stationary
14074605806,Primary step state: Stationary,Primary point state: Stationary
14074605807,Primary step state: Stationary,Primary point state: Stationary
14074605808,Primary step state: Stationary,Primary point state: Stationary
14073506395,Primary step state: Stationary,Primary point state: Stationary
14073506396,Primary step state: Migratory (spring),Primary point state: Stationary
14073506397,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14100898017,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14100898018,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14100898019,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14116496525,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14116496526,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14116496527,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14138835834,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14138835835,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14138835836,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14150365610,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14150365611,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14150365612,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14212529106,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14212529107,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14212529108,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14212529109,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14212529110,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14212529111,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14249914826,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14249914827,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14249914828,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14271288724,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14271288725,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14271288726,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14301614214,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14301614215,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14301614216,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14324581198,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14324581199,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14324581200,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14378167014,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14378167015,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14378167016,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14384590859,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14384590860,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14384590861,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14409659152,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14409659153,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14409659154,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14435161650,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14435161651,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14435161652,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14470354472,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14470354473,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14470354474,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14496707030,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14496707031,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14496707032,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14558553347,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14558553348,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14558553349,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14558553350,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
